X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
363716.01,175997.77,7535,SL138606,/Fishponds Rd on island/o/s 888,"4537368",Staple Hill Road,363716.01,175997.77,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.52389805809132,51.4817610957712
358169.8,170413,7536,SL145689,O/S 68 Opp 67 Jcn Parson Street,"4529745",Martock Road,358169.8,170413,6,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T005,21005,LIGHTING COLUMN 2001,Yes,TRUE,,-2.60310165164888,51.4311642759789
357486.4,177564.5,7537,SL104563,E /Holmwood Rd (on P3-SBnd),"4559412",Channells Hill,357486.4,177564.5,6,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN 2001,Yes,TRUE,,-2.61379304445127,51.4954124959703
357453.1,177457.6,7538,SL104567,N/ Trym Rd-(W),"4559412",Channells Hill,357453.1,177457.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.61425981882833,51.4944488542896
357677.16,174268.119999999,7539,SL157897,J/O Whiteladies Road (LHS),"4559445",Oakland Road,357677.16,174268.12,,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,NEEDS VERIFICATION,No,FALSE,,-2.61064932809799,51.4657891507056
357682,174259.65,7540,SL157898,J/O Whiteladies Road (RHS),"4559445",Oakland Road,357682,174259.65,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,No,FALSE,,-2.61057863581928,51.4657133574599
361137.4,173166.199999999,7541,SL141211,O/S ML24 1EJoMildred&1WJoHanoverSt-NrC3,"4564681",Tichborne Road,361137.4,173166.2,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.56071736346761,51.4561305365679
357286.2,176186.5,7542,SL137810,O/S 9 N /Henleaze Rd-SBnd (nrP43),"4536642",Westbury Road,357286.2,176186.5,3,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T037-RMV,21004,LARGE BASE SIGN POST,Yes,FALSE,,-2.61650999664483,51.4830078666727
364305.79,173954.619999999,7543,SL039246,ON COL. 8,"4549985",Broadfield Avenue,364305.79,173954.62,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,NEEDS VERIFICATION,Yes,TRUE,,-2.51519808393335,51.4634282881231
364252.1,174033.199999999,7544,SL039245,O/S 30 opp /Field Road,"4549985",Broadfield Avenue,364252.1,174033.2,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21003,NEEDS VERIFICATION,Yes,TRUE,,-2.51597888714335,51.4641314260681
358524,172762.199999999,7545,SL084336,/College Green,"4564692",Canons Road,358524,172762.2,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.59828159873862,51.4523118353958
357279.36,175321.529999999,7546,SL137804,op CLAYPIT RD-NBnd (nrP18),"4536642",Westbury Road,357279.36,175321.53,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T018,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.61650364052408,51.4752305199778
359362,173761,7547,SL146479,On COLUMN 3,"4564973",Cave Street,359362,173761,3,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.58633724924192,51.4613534834289
357112,172489.9,7548,SL039849,o/s 8/AttC3,"4565176",Charles Place,357112,172489.9,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,NEEDS VERIFICATION,Yes,TRUE,,-2.61856815550575,51.4497578515113
359021.21,173675.68,7549,SL007940,J/O Stokes Croft,"4565374",Cherry Lane,359021.21,173675.68,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59123253302927,51.460561656156
356705,171526,7550,SL139473,/Brunel Way,"4529217",Winterstoke Road,356705,171526,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T082,21026,LARGE BASE SIGN POST,Yes,TRUE,,-2.62430670077641,51.4410602760434
359014.17,173661.949999999,7551,SL007942,Opp C1,"4565374",Cherry Lane,359014.17,173661.95,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59133226527024,51.4604376924865
364218.3,173923,7552,SL039244,s/o 317 Two Mile Hill Road,"4549985",Broadfield Avenue,364218.3,173923,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.51645416745046,51.4631384449333
362519,173647.5,7553,SL071545,/Summerhill Road,"4565385",Cherry Orchard Lane,362519,173647.5,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.54088414947183,51.460551179955
364208.8,173919.6,7554,SL039243,s/o 315 Two Mile Hill Road,"4549985",Broadfield Avenue,364208.8,173919.6,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.51659056015734,51.4631072723582
362513,173686.4,7555,SL071551,/Clouds Hill Road,"4565385",Cherry Orchard Lane,362513,173686.4,3,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.54097465757526,51.4609005405892
357331.49,174989.810000001,7556,SL009665,Nr C9 Opp T15,"4536642",Westbury Road,357331.49,174989.81,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T016,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.61571284154921,51.4722519299554
362005.4,170721.300000001,7557,SL137859,JN CHURCH HILL,"4565495",Church Parade,362005.4,170721.3,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.5479619788113,51.4342067845688
363410.2,174160.4,7558,SL006713,/Whiteway Road,"4549941",Rodney Road,363410.2,174160.4,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.52811046704717,51.4652211634763
356330.37,174917.890000001,7559,SL104956,W /Ivywell Rd-(N),"4565642",Circular Road,356330.37,174917.89,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.63011723231272,51.4715286163214
363429.6,174133.300000001,7560,SL006089,J/O WHITEWAY RD - S/O 214,"4549941",Rodney Road,363429.6,174133.3,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.52782839156369,51.4649787578042
357344.97,174990.960000001,7561,SL007966,Opposite column 9 at back of Bus Lane,"4536642",Westbury Road,357344.97,174990.96,3,STEEL,SL: Sign,Southbound carriageway,PTSD - HIGHWAYS,T015,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.61551890634187,51.4722632900619
356806.69,171276.48,7562,SL072526,opp Do It All on C43,"4529217",Winterstoke Road,356806.69,171276.48,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T062,21025,NEEDS VERIFICATION,Yes,TRUE,,-2.62281337904297,51.4388247052089
360157.83,173381.67,7563,SL138205,opp entrance to Modern,"4565716",Clarence Road,360157.83,173381.67,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.57483965836485,51.4579996129052
360551,174254,7564,SL040301,Opp 269 /Stapleton Road,"4526544",Oxford Place,360551,174254,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.56927833418766,51.4658706584628
360571,171948,7565,SL141370,North side of RAB with Albert Cr-Op C42,"4524993",Albert Road,360571,171948,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T017,21009,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.56873331413252,51.4451381235346
360302.52,174860.34,7566,SL007852,On Col.8,"4549921",St Werburghs Park,360302.52,174860.34,0,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T008,21001,LIGHTING COLUMN,Yes,TRUE,,-2.57292352669457,51.4713048946846
357458,172860.300000001,7567,SL006623,opp Clifton Hill Cottage,"4549903",Constitution Hill,357458,172860.3,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.61363395746692,51.4531144390286
357694,172846.6,7568,SL006622,/Jacobs Well Road,"4549903",Constitution Hill,357694,172846.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.61023602399617,51.4530090191626
356817.2,171264.5,7569,SL072522,opp Do It All Exit/Entry,"4529217",Winterstoke Road,356817.2,171264.5,3,STEEL,SL: Sign,Not Specified,PTSD - HIGHWAYS,T058,21024,LARGE BASE SIGN POST,Yes,TRUE,,-2.6226607294848,51.4387178026463
353520,181794,7570,SL146250,E /Chittening Rd-(S) opP52,"4549897",Severn Road,353520,181794,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T012,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.67148571827141,51.5331257507215
353532,181796,7571,SL146249,E /Chittening Rd (opP51),"4549897",Severn Road,353532,181796,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T011,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.6713129961056,51.5331447247134
360965.57,173349.949999999,7572,SL104771,WJo Church Rd-Op C10,"4565963",Cobden Street,360965.57,173349.95,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.56321065904819,51.4577708569606
361000,173281,7573,SL104772,entrance to Cashmore House,"4565963",Cobden Street,361000,173281,3,STEEL,SL: Sign,Front of pavement/verge,N&HS - HOUSING,T003,21003,LARGE BASE SIGN POST,No,FALSE,,-2.56270751756326,51.4571532804913
359177.02,172369.58,7574,SL138166,opp Phippen Street,"4552763",Redcliffe Way,359177.02,172369.58,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T042,21012,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.5888390063102,51.4488293826123
358527,171981,7575,SL006309,opp side 64 Coronation Rd,"4552415",Alpha Road,358527,171981,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.59814701143125,51.4452881921024
358534,171981,7576,SL006306,Side of 64 CORONATION Rd,"4552415",Alpha Road,358534,171981,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.59804629293726,51.445288706962
357906.7,170496.4,7577,SL137281,NR JN BEDMINSTE PP  1,"4552406",Aylesbury Road,357906.7,170496.4,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.60689608965586,51.4318945239096
358310.2,177450.300000001,7578,SL140366,W /Southmead Rd-(N) (so177),"4526665",Cranham Road,358310.2,177450.3,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.6019131752736,51.4944472308297
360997,176918,7579,SL071575,op BRANGWYN GROVE (onP11),"4552394",Gainsborough Square,360997,176918,4,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T004,21004,LIGHTING COLUMN 2001,Yes,TRUE,,-2.56315339135713,51.4898535794339
361035,176979,7580,SL071574,op CAMERON WALK (onP8),"4552394",Gainsborough Square,361035,176979,4,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T003,21003,LIGHTING COLUMN,Yes,TRUE,,-2.5626128534515,51.4904046609432
359494.63,173196.75,7581,SL007485,Opp C2,"4596455",Bond Street South,359494.63,173196.75,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T005,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.58436349373265,51.4562896467
360964,177040,7582,SL071573,op BONNINGTON WALK (onP4),"4552394",Gainsborough Square,360964,177040,3,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T002,21002,LIGHTING COLUMN,Yes,TRUE,,-2.5636422093953,51.490948198648
360923.73,176958.890000001,7583,SL071572,op CONSTABLE RD (onP1),"4552394",Gainsborough Square,360923.73,176958.89,4,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T001,21001,LIGHTING COLUMN,Yes,TRUE,,-2.56421320162121,51.4902161460433
358304.6,177444.199999999,7584,SL140365,W /Southmead Rd-(S) (so175),"4526665",Cranham Road,358304.6,177444.2,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.60199311729996,51.4943919720095
359485.23,173330.539999999,7585,SL007566,Opp Phoenix Court,"4596455",Bond Street South,359485.23,173330.54,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T033,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.58451411200965,51.4574919272539
362671,173510.1,7586,SL039395,O/S q17 Opp q19 1 North East Jo Queens Road,"4524223",Diamond Road,362671,173510.1,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.53868175306841,51.4593258223401
358400,167651.77,7587,SL155091,Nr C4,"4526654",Silcox Road,358400,167651.77,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T010,21004,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59946304193419,51.4063544412718
357646.42,175062.800000001,7588,SL140099,/Manor Park,"4552350",Redland Road,357646.42,175062.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T039,21010,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.61118750769826,51.4729319454207
357757,174994,7589,SL039426,opp /Canowie Road,"4552350",Redland Road,357757,174994,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T030,21009,LARGE BASE SIGN POST,Yes,TRUE,,-2.60958717586593,51.4723216546456
357877.7,174922.4,7590,SL039425,opp garage on C43,"4552350",Redland Road,357877.7,174922.4,10,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T024,21008,NEEDS VERIFICATION,Yes,TRUE,,-2.60784085142395,51.4716869238385
359686.4,171454.9,7591,SL104877,Opp 79 Adj Jo Ravenhill Rd-Faces C11,"4558246",St Johns Lane,359686.4,171454.9,1,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T014,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.58140514792938,51.4406421098126
358569.1,174640.6,7592,SL039421,O/S 85A Adj North Jo Zetland Road o/s 85A,"4552350",Redland Road,358569.1,174640.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T012,21007,LARGE BASE SIGN POST,Yes,TRUE,,-2.59785351026974,51.4692044836059
359684.2,171464.4,7593,SL104879,Opp 2 Op Jo St Lukes Rd-Faces C12,"4558246",St Johns Lane,359684.2,171464.4,1,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T016,21005,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.58143788566317,51.4407273653484
358578.1,174614.300000001,7594,SL039420,Op South Jo Zetland Road opp 85,"4552350",Redland Road,358578.1,174614.3,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T008,21006,LARGE BASE SIGN POST,Yes,TRUE,,-2.59772084629797,51.4689686791568
358587.13,174620.029999999,7595,SL039418,Adj South Jo Zetland Road o/s 85,"4552350",Redland Road,358587.13,174620.03,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T007,21005,LARGE BASE SIGN POST,Yes,TRUE,,-2.59759152350565,51.4690208620157
360722,169908.5,7596,SL139732,JN AIRPORT RD,"4537830",Beechmount Grove,360722,169908.5,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.56633259383462,51.4268111890501
364409.8,173934.199999999,7597,SL104219,/Two Mile Hill Road,"4527062",Grantham Road,364409.8,173934.2,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.51369892180676,51.4632512527751
357433.5,173619.4,7598,SL039872,Op NJo Eaton Cr(N),"4523673",Hanbury Road,357433.5,173619.4,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.61407835207108,51.4599379289456
357272.2,172493,7599,SL141598,/Hotwell Road,"4578112",Rownham Mead,357272.2,172493,3,STEEL,SL: Sign,Middle of pavement/verge,PTSD - HIGHWAYS,T004,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.61626326724006,51.4497978826127
357544.4,173370.800000001,7600,SL141531,corner Richmond Hill,"4547345",Queens Road,357544.4,173370.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T022,21008,LARGE BASE SIGN POST,Yes,TRUE,,-2.61245213393876,51.457711042761
356895,167746,7601,SL141712,O/S 1 Opp 4 O/S 1,"4534512",Broad Oak Road,356895,167746,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.62111160542352,51.4070886024467
357564.6,173384.800000001,7602,SL138250,opp /St Pauls Road,"4547345",Queens Road,357564.6,173384.8,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T017,21005,LARGE BASE SIGN POST,Yes,TRUE,,-2.61216309066744,51.4578384430341
359244,173561,7603,SL039346,ADJ EAST JN BOND ST,"4576220",York Street,359244,173561,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.58801257748432,51.4595466835613
357215.42,179164.439999999,7604,SL147750,Crow Ln R/A- opp Knole Ln,"4550343",Passage Road,357215.42,179164.44,3,STEEL,SL: Sign,Roundabout,PTSD - HIGHWAYS,T030,21017,LARGE BASE SIGN POST,Yes,TRUE,,-2.61789049993273,51.509776932793
363269.93,175731.82,7605,SL157919,J/O Brook Road,"4561903",Station Road,363269.93,175731.82,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T004,21001,LIGHTING COLUMN 2001,Yes,TRUE,,-2.53029379723683,51.4793410321294
363268.01,175728.49,7606,SL157920,J/O Brook Road,"4561903",Station Road,363268.01,175728.49,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T005,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.53032109602285,51.4793109665244
358843.2,170955.9,7607,SL104358,JN ST JOHNS LN  (o/s 2),"4561912",Littleton Road,358843.2,170955.9,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59347846078105,51.436094888362
358844.6,170954.699999999,7608,SL104359,JN ST JOHNS LN  (o/s 2),"4561912",Littleton Road,358844.6,170954.7,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T002,21002,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59345818108182,51.4360842016095
358852.5,170960.6,7609,SL104272,JN ST JOHNS LN  (o/s 1),"4561912",Littleton Road,358852.5,170960.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.59334521611791,51.4361378224907
357738.92,174306.73,7610,SL157900,J/O Chertsey Road (RHS),"4559445",Oakland Road,357738.92,174306.73,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T003,21003,GALVANISEDLARGE BASE SIGN POST,No,FALSE,,-2.60976491747973,51.4661409417974
357745.86,174298.890000001,7611,SL157901,J/O Chertsey Road (LHS),"4559445",Oakland Road,357745.86,174298.89,3,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T004,21004,GALVANISEDLARGE BASE SIGN POST,No,FALSE,,-2.60966407162089,51.4660709700435
363710,175991.9,7612,SL138604,/Fishponds Road/o/s 886,"4537368",Staple Hill Road,363710,175991.9,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.52398399687148,51.4817079311051
358183.7,170416.5,7613,SL006254,O/S 67 Opp 68 North East Jo & Op C21 Parson Street,"4529745",Martock Road,358183.7,170416.5,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.60290212867389,51.4311967760641
357093.25,179593.939999999,7614,SL039312,op Tranmere Av (opP12),"4559467",Wyck Beck Road,357093.25,179593.94,0,STEEL,SL: Sign,Central reservation,DEVELOPER,T003N,21003,NEEDS VERIFICATION,Yes,TRUE,,-2.61970318650551,51.5136292495668
357082,179639.4,7615,SL039310,N /Tranmere Av (opP15 opPtrlStn),"4559467",Wyck Beck Road,357082,179639.4,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.61987084222614,51.5140371201615
357049.5,179723.1,7616,SL039314,op Passage Road (opp P18),"4559467",Wyck Beck Road,357049.5,179723.1,3,STEEL,SL: Sign,Central reservation,PTSD - HIGHWAYS,T005,21005,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.62034938418495,51.5147871835409
357048,179700,7617,SL139227,S /Passage Rd (nrP18)-NBnd,"4559467",Wyck Beck Road,357048,179700,5,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T006,21006,LIGHTING COLUMN 2001,No,FALSE,,-2.62036818066945,51.5145793788589
357091.34,179606.140000001,7618,SL150741,N /Tranmere Av-SBnd (opP14),"4559467",Wyck Beck Road,357091.34,179606.14,3,STEEL,SL: Sign,Front of pavement/verge,DEVELOPER,T007N,21007,NON GALV LARGE BASE SIGN POST,No,TRUE,,-2.61973219694187,51.5137387934088
358144.1,171181.1,7619,SL006392,JN WEST ST,"4559610",Victor Road,358144.1,171181.1,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.60356210823788,51.4380681543493
358106.3,171206.5,7620,SL006381,OPP 6,"4559610",Victor Road,358106.3,171206.5,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T002,21002,LARGE BASE SIGN POST,Yes,TRUE,,-2.60410888775362,51.4382937067199
358100,171221.4,7621,SL006379,JN BRITISH RD,"4559610",Victor Road,358100,171221.4,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T003,21003,LARGE BASE SIGN POST,Yes,TRUE,,-2.60420127410859,51.438427198486
358096,171216.6,7622,SL006380,JN BRITISH RD,"4559610",Victor Road,358096,171216.6,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.60425825315334,51.4383837460305
363393.66,175895.460000001,7623,SL153074,J/O Fishponds Road,"4559621",Beechwood Road,363393.66,175895.46,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T001,21001,LARGE BASE SIGN POST,Yes,TRUE,,-2.52852921243868,51.4808203886461
351640,178348,7624,SL143254,Opp 1 2N /McLaren Rd-SBnd (nrP11),"4526632",St Andrews Road,351640,178348,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T013,21005,LARGE BASE SIGN POST,No,TRUE,,-2.69811209656024,51.5019852011673
362039.7,170418.77,7625,SL000338,Att C8A,"4596505",West Town Lane,362039.7,170418.77,0,STEEL,SL: Sign,Mounted on Lighting Column,PTSD - HIGHWAYS,T016,21016,NEEDS VERIFICATION,Yes,TRUE,,-2.54743593750293,51.43148894678
361004,173274,7626,SL104773,entrance to Cashmore House,"4565963",Cobden Street,361004,173274,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T004,21004,LARGE BASE SIGN POST,Yes,TRUE,,-2.56264917588825,51.4570906170662
361007,173279,7627,SL147935,in road /Cashmore House,"4565963",Cobden Street,361007,173279,3,STEEL,SL: Sign,Traffic island,PTSD - HIGHWAYS,T004A,21005,LARGE BASE SIGN POST,Yes,TRUE,,-2.56260654863504,51.4571357805502
361023.81,173229.949999999,7628,SL140981,2NJo Victoria Av-2OpNJo Morley St,"4565963",Cobden Street,361023.81,173229.95,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T005,21006,LARGE BASE SIGN POST,Yes,TRUE,,-2.56235920818849,51.4566959150007
360211.6,171649.9,7629,SL006560,Side134 BATH Rd,"4549886",Summer Hill,360211.6,171649.9,3,STEEL,SL: Sign,Front of pavement/verge,PTSD - HIGHWAYS,T010,21009,LARGE BASE SIGN POST,Yes,TRUE,,-2.57387098655945,51.4424326080078
360216.5,171600,7630,SL006559,O/S 41,"4549886",Summer Hill,360216.5,171600,3,STEEL,SL: Sign,Rear of pavement/verge,PTSD - HIGHWAYS,T009,21008,GALVANISEDLARGE BASE SIGN POST,Yes,TRUE,,-2.57379486189344,51.4419842977943
